time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-07-30T13:49:17.200Z,34.2975,-118.4443333,9.67,2.68,ml,63,24,0.0328,0.24,ci,ci39322775,2020-07-31T20:55:53.394Z,"1km SSE of Sylmar, CA",earthquake,0.2,0.47,0.118,9,reviewed,ci,ci
2020-07-30T13:48:19.180Z,34.2936667,-118.4355,7.24,3.81,mw,141,16,0.03806,0.23,ci,ci39322767,2020-08-03T23:03:10.517Z,"1km NNE of San Fernando, CA",earthquake,0.11,0.3,,6,reviewed,ci,ci
2020-07-30T13:35:44.843Z,29.8251,95.0976,10,4.1,mb,,73,3.454,0.9,us,us6000b6u0,2020-07-30T16:59:27.040Z,"185 km N of Along, India",earthquake,4.8,2,0.127,17,reviewed,us,us
2020-07-30T13:34:18.480Z,47.2471666666667,-122.769833333333,30.66,2.68,ml,31,49,0.06861,0.22,uw,uw61664246,2020-07-31T05:46:39.233Z,"3 km S of Home, Washington",earthquake,0.37,0.71,0.245947430685041,14,reviewed,uw,uw
2020-07-30T13:11:24.124Z,54.5646,-160.7202,25.57,3.6,mb,,193,0.708,0.82,us,us6000b6sc,2020-08-04T05:08:50.180Z,"87 km S of Sand Point, Alaska",earthquake,6.7,9.8,0.25,4,reviewed,us,us
2020-07-30T13:09:52.030Z,13.9475,-93.5769,10,4.8,mb,,148,1.913,0.88,us,us6000b6sd,2020-07-30T13:28:16.040Z,"151 km SW of Puerto Madero, Mexico",earthquake,5.3,1.9,0.03,340,reviewed,us,us
2020-07-30T12:39:00.514Z,64.3546,-164.1863,0,2.5,ml,,,,1.08,ak,ak0209qtb1r9,2020-08-04T05:08:49.865Z,"25 km SSE of Solomon, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-07-30T11:46:15.581Z,54.6823,-161.0761,20.88,3.5,ml,,178,0.752,0.59,us,us6000b6r2,2020-08-04T05:08:41.500Z,"81 km SSW of Sand Point, Alaska",earthquake,8.1,14.7,0.074,24,reviewed,us,us
2020-07-30T11:38:39.500Z,34.2996667,-118.4366667,9.19,3.07,ml,136,16,0.03943,0.23,ci,ci39322383,2020-07-31T20:50:06.146Z,"1km N of San Fernando, CA",earthquake,0.12,0.29,0.186,180,reviewed,ci,ci
2020-07-30T11:30:34.420Z,34.3041667,-118.4606667,11.19,2.54,ml,27,166,0.02697,0.15,ci,ci39322295,2020-07-31T20:47:06.797Z,"1km WSW of Sylmar, CA",earthquake,0.33,0.45,0.126,14,reviewed,ci,ci
2020-07-30T11:29:29.050Z,34.3016667,-118.4383333,8.85,4.17,mw,196,14,0.03917,0.26,ci,ci39322287,2020-08-04T15:38:11.614Z,"1km SE of Sylmar, CA",earthquake,0.12,0.32,,6,reviewed,ci,ci
2020-07-30T10:50:23.220Z,40.4801,-127.0826,10,4.1,mb,,208,2.261,1.03,us,us6000b6pu,2020-07-31T07:02:00.689Z,"239 km W of Ferndale, California",earthquake,7.9,2,0.127,17,reviewed,us,us
2020-07-30T08:48:40.378Z,-6.7469,143.1455,10,4.9,mb,,42,4.771,0.88,us,us6000b6m9,2020-07-30T09:09:10.040Z,"87 km SW of Mendi, Papua New Guinea",earthquake,8,1.9,0.065,74,reviewed,us,us
2020-07-30T08:11:18.448Z,38.1564,-117.9878,7.8,2.5,ml,29,52.99,0.028,0.1075,nn,nn00764413,2020-08-03T14:18:56.040Z,"28 km SSE of Mina, Nevada",earthquake,,0.7,0.38,16,reviewed,nn,nn
2020-07-30T07:21:14.442Z,-20.847,-68.9291,124.88,4.5,mb,,75,0.733,0.39,us,us6000b6l8,2020-07-30T07:53:05.040Z,"145 km ESE of Iquique, Chile",earthquake,6.5,6.5,0.128,18,reviewed,us,us
2020-07-30T07:09:40.759Z,-54.369,-55.7558,10,4.7,mb,,69,3.037,0.75,us,us6000b6l5,2020-07-30T07:33:37.040Z,"Falkland Islands region",earthquake,5.9,1.7,0.068,65,reviewed,us,us
2020-07-30T06:55:59.495Z,30.662,141.5155,10,4.7,mb,,60,2.842,0.51,us,us6000b6l2,2020-07-31T00:42:24.222Z,"Izu Islands, Japan region",earthquake,5.3,1.9,0.055,99,reviewed,us,us
2020-07-30T06:52:10.942Z,-7.8424,116.6708,284.37,4.2,mb,,115,2.57,0.78,us,us6000b6l4,2020-07-30T07:43:05.040Z,"72 km N of Labuan Lombok, Indonesia",earthquake,4.4,10.4,0.128,17,reviewed,us,us
2020-07-30T06:07:37.720Z,17.941,-66.9151,14,3.15,md,23,196,0.0495,0.24,pr,pr2020212000,2020-07-30T23:09:39.548Z,"3 km SSW of Guánica, Puerto Rico",earthquake,0.63,0.58,0.28,18,reviewed,pr,pr
2020-07-30T06:04:35.224Z,-32.6517,-179.324,10,4.5,mb,,118,3.601,0.54,us,us6000b6ki,2020-07-30T06:32:39.040Z,"south of the Kermadec Islands",earthquake,6,1.9,0.111,24,reviewed,us,us
2020-07-30T05:32:39.716Z,-36.1712,-95.9156,10,4.7,mb,,179,19.208,0.94,us,us6000b6k7,2020-07-30T06:15:00.040Z,"West Chile Rise",earthquake,15.8,1.9,0.048,132,reviewed,us,us
2020-07-30T05:17:37.367Z,8.4405,122.5253,63.88,4.5,mb,,110,5.147,0.76,us,us6000b6k1,2020-07-30T05:45:20.040Z,"38 km NNW of Patawag, Philippines",earthquake,10.2,7.9,0.072,57,reviewed,us,us
2020-07-30T03:23:01.850Z,36.1873333,-120.7653333,8.7,3.87,mw,84,72,0.04071,0.14,nc,nc73435571,2020-08-04T20:57:26.328Z,"22km NE of San Ardo, CA",earthquake,0.25,0.44,,5,reviewed,nc,nc
2020-07-30T02:51:18.510Z,-3.4617,131.1356,10,5.3,mww,,21,1.235,0.76,us,us6000b6j3,2020-08-02T23:55:34.040Z,"246 km E of Amahai, Indonesia",earthquake,5.2,1.8,0.093,11,reviewed,us,us
2020-07-30T02:16:35.684Z,54.3629,-160.7338,35,3.3,ml,,202,0.814,0.81,us,us6000b6ix,2020-08-02T23:47:24.040Z,"109 km S of Sand Point, Alaska",earthquake,3,2,0.071,26,reviewed,us,us
2020-07-30T01:34:21.130Z,39.7785,-121.9926667,20.02,2.55,md,19,77,0.1694,0.08,nc,nc73435536,2020-07-31T20:26:03.361Z,"4km NNE of Hamilton City, CA",earthquake,0.25,1.11,0.143,31,reviewed,nc,nc
2020-07-30T01:14:31.263Z,-21.9145,-68.8044,121.23,4,mb,,77,0.423,0.47,us,us6000b6il,2020-08-02T22:13:40.040Z,"61 km NNE of Calama, Chile",earthquake,5.9,5.5,0.259,4,reviewed,us,us
2020-07-30T00:58:35.732Z,38.141,74.3561,161.71,4.4,mb,,95,2.22,0.77,us,us6000b6ig,2020-07-30T02:49:59.040Z,"34 km E of Murghob, Tajikistan",earthquake,7.6,10.5,0.189,8,reviewed,us,us
2020-07-30T00:36:10.860Z,61.3638,-152.2326,0,2.5,ml,,,,0.76,ak,ak0209qm5b8p,2020-08-04T05:07:05.863Z,"66 km WNW of Beluga, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-07-30T00:35:55.780Z,30.638,141.8599,9.47,5.8,mww,,68,3.021,1.22,us,us6000b6i4,2020-08-01T03:11:56.034Z,"Izu Islands, Japan region",earthquake,7,3.7,0.048,42,reviewed,us,us
2020-07-30T00:23:33.281Z,-14.6064,167.4368,162.31,4.6,mb,,124,6.631,0.46,us,us6000b6i1,2020-07-30T00:41:50.040Z,"62 km NE of Port-Olry, Vanuatu",earthquake,4.4,7.7,0.088,38,reviewed,us,us
2020-07-29T23:50:52.067Z,-20.987,-178.4214,601.56,4.4,mb,,102,4.634,0.97,us,us6000b6hp,2020-07-30T02:17:49.040Z,"Fiji region",earthquake,13.3,7.3,0.045,142,reviewed,us,us
2020-07-29T23:50:46.983Z,-20.6086,-178.3962,611.03,4.2,mb,,92,4.402,0.76,us,us6000b6iw,2020-07-30T02:37:26.040Z,"Fiji region",earthquake,13.4,8,0.088,36,reviewed,us,us
2020-07-29T23:48:07.680Z,17.9413,-66.6425,7,2.91,md,23,188,0.1078,0.17,pr,pr2020211006,2020-07-30T07:50:44.627Z,"7 km SSW of Ponce, Puerto Rico",earthquake,0.44,0.23,0.24,11,reviewed,pr,pr
2020-07-29T20:54:32.527Z,28.1197,88.251,78.99,4,mb,,126,1.282,1.14,us,us6000b6f4,2020-07-29T21:56:16.040Z,"72 km NNW of Mangan, India",earthquake,10.7,9.5,0.129,16,reviewed,us,us
2020-07-29T20:43:35.754Z,56.1587,-157.7786,7.6,2.5,ml,,,,0.74,ak,ak0209pak6uf,2020-08-04T05:06:56.535Z,"41 km ESE of Chignik, Alaska",earthquake,,0.6,,,automatic,ak,ak
2020-07-29T19:08:30.695Z,-33.0748,-178.6779,10,4.5,mb,,250,5.11,0.53,us,us6000b6ce,2020-07-29T19:58:18.040Z,"south of the Kermadec Islands",earthquake,16,2,0.145,14,reviewed,us,us
2020-07-29T18:33:31.917Z,61.4317,-150.1709,32.9,2.6,ml,,,,0.5,ak,ak0209p9b62e,2020-08-04T05:06:54.829Z,"13 km NW of Point MacKenzie, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-07-29T17:40:51.760Z,41.4618333,-112.3216667,4.33,2.61,ml,32,89,0.1414,0.15,uu,uu60404182,2020-07-29T20:12:09.040Z,"20 km WSW of Corinne, Utah",earthquake,0.27,1.02,0.134,18,reviewed,uu,uu
2020-07-29T17:27:53.933Z,30.3482,94.7965,10,4.9,mb,,49,3.246,0.88,us,us6000b69f,2020-07-29T20:20:55.040Z,"241 km N of Along, India",earthquake,6.6,1.6,0.045,151,reviewed,us,us
2020-07-29T17:21:17.496Z,-60.5342,-34.2881,10,4.9,mb,,60,5.148,0.76,us,us6000b69j,2020-07-29T18:21:49.040Z,"Scotia Sea",earthquake,7.3,1.7,0.108,27,reviewed,us,us
2020-07-29T17:02:30.699Z,58.6475,-154.1756,0,2.6,ml,,,,0.67,ak,ak0209p8j3be,2020-08-04T05:06:46.144Z,"94 km SSE of Kokhanok, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-07-29T16:51:10.619Z,-16.7975,-173.459,12.68,5,mb,,55,3.296,1,us,us6000b68g,2020-08-05T01:56:17.040Z,"100 km SSE of Hihifo, Tonga",earthquake,8.8,3.7,0.077,54,reviewed,us,us
2020-07-29T16:50:34.221Z,18.0509,-66.7225,10,2.8,ml,,84,0.005,1.2,us,us6000b68b,2020-07-29T23:07:20.040Z,"0 km S of Peñuelas, Puerto Rico",earthquake,1,1.7,0.063,33,reviewed,us,us
2020-07-29T16:36:03.413Z,-56.4928,-25.5261,10,4.6,mb,,135,10.867,0.92,us,us6000b98h,2020-08-05T01:52:09.040Z,"South Sandwich Islands region",earthquake,9.3,1.9,0.141,15,reviewed,us,us
2020-07-29T16:23:27.404Z,-7.4736,103.5853,10,4.6,mb,,115,3.155,0.69,us,us6000b67i,2020-08-05T01:44:31.040Z,"southwest of Sumatra, Indonesia",earthquake,9.5,1.9,0.098,31,reviewed,us,us
2020-07-29T16:19:40.100Z,32.8121,140.8055,56.48,4.3,mb,,116,0.886,0.97,us,us6000b989,2020-08-05T01:40:08.040Z,"Izu Islands, Japan region",earthquake,8.8,9,0.201,7,reviewed,us,us
2020-07-29T16:14:09.010Z,54.6224,-163.4588,79.8,3.4,mb,,165,1.438,0.5,us,us6000b66g,2020-07-29T22:44:04.040Z,"25 km S of False Pass, Alaska",earthquake,6.4,25,0.173,8,reviewed,us,us
2020-07-29T16:10:11.860Z,39.7875,-122.0016667,13.77,2.5,md,19,81,0.1588,0.1,nc,nc73435346,2020-08-03T02:56:32.040Z,"5km NNE of Hamilton City, CA",earthquake,0.25,0.68,0.189,31,reviewed,nc,nc
2020-07-29T16:01:54.484Z,-15.6994,-74.3119,63.5,4.3,mb,,136,4.433,0.71,us,us6000b987,2020-08-04T23:21:34.040Z,"44 km SE of Acarí, Peru",earthquake,9.9,9.2,0.142,14,reviewed,us,us
2020-07-29T15:44:36.731Z,-6.7456,129.566,136.88,4.3,mb,,43,2.112,1.25,us,us6000b656,2020-08-04T23:11:39.040Z,"Banda Sea",earthquake,6.6,2.2,0.101,28,reviewed,us,us
2020-07-29T14:14:24.827Z,40.8423,143.5798,34.94,4.3,mb,,64,1.214,0.76,us,us6000b63q,2020-08-04T12:19:13.040Z,"179 km ENE of Hachinohe, Japan",earthquake,6.4,5.9,0.093,35,reviewed,us,us
2020-07-29T13:55:13.946Z,54.911,-160.3931,31.16,3.6,ml,,169,0.441,0.49,us,us6000b63c,2020-08-04T11:39:58.040Z,"Alaska Peninsula",earthquake,2.9,9.8,0.062,34,reviewed,us,us
2020-07-29T13:28:06.570Z,17.9531,-66.8961,12,2.51,md,19,189,0.0277,0.17,pr,pr2020211005,2020-08-04T07:54:54.040Z,"2 km SSE of Guánica, Puerto Rico",earthquake,0.58,0.44,0.31,7,reviewed,pr,pr
2020-07-29T13:09:10.190Z,54.7508,-161.0895,37.12,4.8,mww,,127,0.695,0.79,us,us6000b62p,2020-08-04T05:06:29.806Z,"75 km SSW of Sand Point, Alaska",earthquake,6.7,6.5,0.059,28,reviewed,us,us
2020-07-29T12:10:23.736Z,10.4126,-86.1617,24.54,4.4,mb,,194,0.66,0.63,us,us6000b626,2020-07-29T12:25:48.040Z,"57 km WSW of Sardinal, Costa Rica",earthquake,7.3,10.2,0.111,23,reviewed,us,us
2020-07-29T11:19:58.350Z,44.4395,-115.1991667,8.77,2.63,ml,17,82,0.863,0.3,mb,mb80453479,2020-07-29T14:41:18.990Z,"32 km NW of Stanley, Idaho",earthquake,0.75,1.63,0.242,18,reviewed,mb,mb
2020-07-29T11:07:13.023Z,30.371,94.7609,10,4.9,mb,,84,5.431,0.72,us,us6000b61h,2020-07-29T11:21:50.040Z,"244 km N of Along, India",earthquake,7.6,1.9,0.075,56,reviewed,us,us
2020-07-29T10:45:56.800Z,17.9685,-66.9188,11,3.32,md,21,181,0.0401,0.21,pr,pr2020211004,2020-07-30T10:47:25.383Z,"1 km WSW of Guánica, Puerto Rico",earthquake,0.56,0.46,0.43,15,reviewed,pr,pr
2020-07-29T10:06:38.550Z,54.9373,-160.259,28.31,3.2,ml,,151,0.401,0.61,us,us6000b60p,2020-07-29T10:20:58.040Z,"47 km SSE of Sand Point, Alaska",earthquake,5.6,13,0.064,32,reviewed,us,us
2020-07-29T10:00:54.673Z,-59.6924,-26.3344,60.38,5,mb,,56,9.216,0.79,us,us6000b60n,2020-07-29T10:18:07.040Z,"South Sandwich Islands region",earthquake,11.2,7.5,0.093,37,reviewed,us,us
2020-07-29T09:36:31.232Z,-10.3158,-74.9872,47.58,4.9,mb,,101,2.464,1.04,us,us6000b608,2020-07-29T10:04:22.180Z,"53 km ENE of Oxapampa, Peru",earthquake,7.8,7.3,0.053,113,reviewed,us,us
2020-07-29T09:23:40.483Z,38.1827,-117.7511,11.5,2.5,ml,27,70.16,0.045,0.1283,nn,nn00764172,2020-07-29T16:43:52.041Z,"38 km SE of Mina, Nevada",earthquake,,0.6,0.33,15,reviewed,nn,nn
2020-07-29T09:12:16.626Z,54.9728,-160.3332,40.32,5.6,mww,,121,0.386,0.86,us,us6000b5zl,2020-08-04T08:57:51.686Z,"41 km SSE of Sand Point, Alaska",earthquake,5.8,3.9,0.041,57,reviewed,us,us
2020-07-29T09:00:12.332Z,38.1833,-117.7909,7.5,2.7,ml,29,55.72,0.057,0.1249,nn,nn00764164,2020-07-29T16:22:00.998Z,"36 km SE of Mina, Nevada",earthquake,,0.7,0.37,15,reviewed,nn,nn
2020-07-29T08:50:07.640Z,17.935,-66.9113,13,3.51,md,23,207,0.0514,0.15,pr,pr2020211001,2020-07-30T08:51:31.763Z,"4 km S of Guánica, Puerto Rico",earthquake,0.69,0.35,0.12,14,reviewed,pr,pr
2020-07-29T08:47:40.559Z,54.8794,-160.2484,33.08,4.2,mb,,160,0.384,0.93,us,us6000b5yx,2020-08-04T05:06:13.454Z,"53 km SSE of Sand Point, Alaska",earthquake,8.8,9.7,0.124,18,reviewed,us,us
2020-07-29T08:46:34.969Z,-18.0962,-178.2482,516.33,4.2,mb,,123,3.539,0.86,us,us6000b5zb,2020-07-30T06:18:36.040Z,"257 km E of Levuka, Fiji",earthquake,8.6,8.4,0.077,47,reviewed,us,us
2020-07-29T08:45:56.050Z,17.9313,-66.9128,13,3.81,ml,26,209,0.0552,0.2,pr,pr2020211002,2020-07-30T08:47:39.402Z,"4 km S of Guánica, Puerto Rico",earthquake,0.61,0.31,0.17,21,reviewed,pr,pr
2020-07-29T08:35:37.467Z,58.3461,-133.4236,1.36,3,ml,,65,0.582,0.93,us,us6000b5yp,2020-07-30T06:05:35.040Z,"58 km E of Juneau, Alaska",earthquake,2.6,9.4,0.051,50,reviewed,us,us
2020-07-29T06:43:58.370Z,38.1681,-117.8147,9.2,2.7,ml,27,51.66,0.045,0.1254,nn,nn00764141,2020-07-29T15:54:04.818Z,"35 km SE of Mina, Nevada",earthquake,,0.6,0.31,14,reviewed,nn,nn
2020-07-29T06:01:20.530Z,17.9473,-66.9131,13,2.94,md,23,199,0.0438,0.12,pr,pr2020211000,2020-07-29T12:06:56.040Z,"2 km SSW of Guánica, Puerto Rico",earthquake,0.55,0.26,0.32,16,reviewed,pr,pr
2020-07-29T05:34:11.587Z,58.3503,-133.4611,5,3.1,ml,,64,0.563,0.99,us,us6000b5uw,2020-07-30T05:15:45.040Z,"56 km E of Juneau, Alaska",earthquake,2.3,2,0.051,50,reviewed,us,us
2020-07-29T05:32:46.000Z,44.46,-115.2068333,11.03,2.62,ml,11,80,0.385,0.22,mb,mb80453424,2020-07-29T14:50:13.840Z,"34 km NW of Stanley, Idaho",earthquake,0.54,1.07,0.239,20,reviewed,mb,mb
2020-07-29T04:23:36.881Z,14.0482,144.6246,191.91,4.6,mb,,43,0.514,0.66,us,us6000b5u8,2020-08-03T01:30:03.406Z,"63 km NNW of Dededo Village, Guam",earthquake,10.1,4.5,0.038,211,reviewed,us,us
2020-07-29T04:08:46.610Z,17.9076,-66.9086,4,2.91,md,21,222,0.0736,0.25,pr,pr2020211003,2020-08-03T01:03:28.040Z,"7 km S of Guánica, Puerto Rico",earthquake,0.72,0.57,0.31,7,reviewed,pr,pr
2020-07-29T03:53:00.568Z,-17.6093,-69.7789,10,4.1,mb,,170,0.285,0.66,us,us6000b5ts,2020-08-03T01:02:28.022Z,"30 km ESE of Tarata, Peru",earthquake,3.6,2,0.214,6,reviewed,us,us
2020-07-29T03:37:38.910Z,44.5375,-115.2448333,11.5,2.58,ml,14,82,0.447,0.23,mb,mb80453384,2020-07-29T14:58:32.470Z,"43 km NW of Stanley, Idaho",earthquake,0.54,1.08,0.384,15,reviewed,mb,mb
2020-07-29T03:10:46.355Z,31.6852,-104.3762,5.21,2.5,ml,,56,0.107,0.64,us,us6000b5t8,2020-08-03T00:57:29.040Z,"54 km S of Whites City, New Mexico",earthquake,0.7,2.8,0.047,60,reviewed,us,us
2020-07-29T02:35:24.509Z,34.5328,136.1094,373.68,4.1,mb,,68,1.111,0.52,us,us6000b5t0,2020-07-29T02:57:31.040Z,"9 km SSE of Nabari, Japan",earthquake,7.4,6.7,0.078,45,reviewed,us,us
2020-07-29T02:30:13.494Z,17.2945,-94.9032,135.22,4.3,mb,,135,3.507,1.11,us,us6000b5sy,2020-07-29T02:57:41.506Z,"13 km SE of Suchilapan del Río, Mexico",earthquake,9.2,10.3,0.083,41,reviewed,us,us
2020-07-29T01:03:23.022Z,54.6631,-161.0329,40.11,4,mwr,,180,0.758,0.75,us,us6000b5s3,2020-08-04T05:05:46.758Z,"82 km SSW of Sand Point, Alaska",earthquake,3.5,7.5,0.048,42,reviewed,us,us
2020-07-29T00:28:30.811Z,0.5715,123.6477,243.41,4.2,mb,,90,1.826,1.09,us,us6000b97f,2020-08-04T23:08:31.040Z,"65 km E of Gorontalo, Indonesia",earthquake,6.6,6.5,0.158,11,reviewed,us,us
